Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Spring Suit Red,spring-suit-red,Long-sleeve short-leg suit for transitional water temperatures. Great for 16-20°C.,ArcticSurf,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Wetsuits,"wetsuits,surfing,ocean,all-levels,unisex,red,adult",TRUE,Active,product_34,,Color,Red,,Gender,Unisex,,,,,165.49,,,TRUE,,shopify,24,DENY,1100,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/wetsuit.png,1,Spring Suit Red,,FALSE,Spring Suit Red,Long-sleeve short-leg suit for transitional water temperatures. Great for 16-20°C.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Wetsuit Vest - Men's Green,wetsuit-vest-men-s-green,Neoprene vest for core warmth without restricting arm movement. Layer under or wear solo.,FlexNeo,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Wetsuits,"wetsuits,surfing,ocean,all-levels,male,green,adult",TRUE,Active,product_35,,Color,Green,,Gender,Male,,,,,59.21,71.05,,TRUE,,shopify,11,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/wetsuit.png,1,Wetsuit Vest - Men's Green,,FALSE,Wetsuit Vest - Men's Green,Neoprene vest for core warmth without restricting arm movement. Layer under or wear solo.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Thruster Fin Set Black,thruster-fin-set-black,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,FinCraft,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,black,adult",TRUE,Active,product_1,,Color,Black,,,,,,,,78.41,,,TRUE,,shopify,12,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Thruster Fin Set Black,,FALSE,Thruster Fin Set Black,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Single Fin White,single-fin-white,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",TrueWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,white,adult",TRUE,Active,product_2,,Color,White,,,,,,,,60.23,72.28,,TRUE,,shopify,19,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Single Fin White,,FALSE,Single Fin White,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Quad Fin Set Blue,quad-fin-set-blue,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,FlowFins,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,blue,adult",TRUE,Active,product_3,,Color,Blue,,,,,,,,138.98,,,TRUE,,shopify,12,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Quad Fin Set Blue,,FALSE,Quad Fin Set Blue,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Twin Fin Set - Kids Red,twin-fin-set-kids-red,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",AquaEdge,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,red,kids",TRUE,Active,product_4,,Color,Red,,,,,,,,67.43,,,TRUE,,shopify,15,DENY,280,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Twin Fin Set - Kids Red,,FALSE,Twin Fin Set - Kids Red,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Performance Fin Set Green,performance-fin-set-green,Competition-grade carbon fiber fins for maximum responsiveness and speed.,FinCraft,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,advanced,unisex,green,adult",TRUE,Active,product_5,,Color,Green,,,,,,,,121.14,,,TRUE,,shopify,21,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Performance Fin Set Green,,FALSE,Performance Fin Set Green,Competition-grade carbon fiber fins for maximum responsiveness and speed.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Thruster Fin Set Yellow,thruster-fin-set-yellow,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,TrueWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,yellow,adult",TRUE,Active,product_6,,Color,Yellow,,,,,,,,110.24,,,TRUE,,shopify,13,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Thruster Fin Set Yellow,,FALSE,Thruster Fin Set Yellow,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Single Fin Orange,single-fin-orange,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",FlowFins,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,orange,adult",TRUE,Active,product_7,,Color,Orange,,,,,,,,42.04,50.45,,TRUE,,shopify,14,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Single Fin Orange,,FALSE,Single Fin Orange,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Quad Fin Set - Kids Teal,quad-fin-set-kids-teal,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,AquaEdge,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,teal,kids",TRUE,Active,product_8,,Color,Teal,,,,,,,,112.60,,,TRUE,,shopify,5,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Quad Fin Set - Kids Teal,,FALSE,Quad Fin Set - Kids Teal,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Twin Fin Set Navy,twin-fin-set-navy,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",FinCraft,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,navy,adult",TRUE,Active,product_9,,Color,Navy,,,,,,,,47.75,,,TRUE,,shopify,17,DENY,280,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Twin Fin Set Navy,,FALSE,Twin Fin Set Navy,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Performance Fin Set Charcoal,performance-fin-set-charcoal,Competition-grade carbon fiber fins for maximum responsiveness and speed.,TrueWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,advanced,unisex,charcoal,adult",TRUE,Active,product_10,,Color,Charcoal,,,,,,,,102.35,,,TRUE,,shopify,24,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Performance Fin Set Charcoal,,FALSE,Performance Fin Set Charcoal,Competition-grade carbon fiber fins for maximum responsiveness and speed.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Thruster Fin Set Coral,thruster-fin-set-coral,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,FlowFins,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,coral,adult",TRUE,Active,product_11,,Color,Coral,,,,,,,,89.64,107.57,,TRUE,,shopify,9,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Thruster Fin Set Coral,,FALSE,Thruster Fin Set Coral,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Single Fin - Kids Sunset,single-fin-kids-sunset,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",AquaEdge,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,sunset,kids",TRUE,Active,product_12,,Color,Sunset,,,,,,,,58.31,69.97,,TRUE,,shopify,6,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Single Fin - Kids Sunset,,FALSE,Single Fin - Kids Sunset,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Quad Fin Set Ice Blue,quad-fin-set-ice-blue,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,FinCraft,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,ice blue,adult",TRUE,Active,product_13,,Color,Ice Blue,,,,,,,,111.03,,,TRUE,,shopify,11,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Quad Fin Set Ice Blue,,FALSE,Quad Fin Set Ice Blue,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Twin Fin Set Slate,twin-fin-set-slate,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",TrueWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,slate,adult",TRUE,Active,product_14,,Color,Slate,,,,,,,,53.04,63.65,,TRUE,,shopify,7,DENY,280,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Twin Fin Set Slate,,FALSE,Twin Fin Set Slate,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Performance Fin Set Forest Green,performance-fin-set-forest-green,Competition-grade carbon fiber fins for maximum responsiveness and speed.,FlowFins,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,advanced,unisex,forest green,adult",TRUE,Active,product_15,,Color,Forest Green,,,,,,,,143.36,,,TRUE,,shopify,6,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Performance Fin Set Forest Green,,FALSE,Performance Fin Set Forest Green,Competition-grade carbon fiber fins for maximum responsiveness and speed.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Thruster Fin Set - Kids Black,thruster-fin-set-kids-black,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,AquaEdge,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,black,kids",TRUE,Active,product_16,,Color,Black,,,,,,,,59.39,,,TRUE,,shopify,21,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Thruster Fin Set - Kids Black,,FALSE,Thruster Fin Set - Kids Black,Three-fin setup for maximum control and drive. FCS II compatible. Medium flex.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Single Fin White,single-fin-white,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",FinCraft,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,all-levels,unisex,white,adult",TRUE,Active,product_17,,Color,White,,,,,,,,47.11,56.53,,TRUE,,shopify,21,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Single Fin White,,FALSE,Single Fin White,"Classic single fin for longboards. Provides smooth, flowing turns and noseride stability.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Quad Fin Set Blue,quad-fin-set-blue,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,TrueWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,blue,adult",TRUE,Active,product_18,,Color,Blue,,,,,,,,87.65,,,TRUE,,shopify,24,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Quad Fin Set Blue,,FALSE,Quad Fin Set Blue,Four-fin setup for speed and hold in hollow waves. FCS or Futures compatible.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Twin Fin Set Red,twin-fin-set-red,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",FlowFins,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,intermediate,unisex,red,adult",TRUE,Active,product_19,,Color,Red,,,,,,,,69.00,,,TRUE,,shopify,12,DENY,280,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Twin Fin Set Red,,FALSE,Twin Fin Set Red,"Retro twin fins for a loose, skatey feel. Ideal for fish and retro boards.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Performance Fin Set - Kids Green,performance-fin-set-kids-green,Competition-grade carbon fiber fins for maximum responsiveness and speed.,AquaEdge,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Fins,"fins,surfing,ocean,advanced,unisex,green,kids",TRUE,Active,product_20,,Color,Green,,,,,,,,177.93,,,TRUE,,shopify,23,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/fins.png,1,Performance Fin Set - Kids Green,,FALSE,Performance Fin Set - Kids Green,Competition-grade carbon fiber fins for maximum responsiveness and speed.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
6ft Comp Leash Black,6ft-comp-leash-black,"Lightweight competition leash for shortboards. Minimal drag, maximum strength.",WavePro,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,black,adult",TRUE,Active,product_1,,Color,Black,,,,,,,,25.95,,,TRUE,,shopify,7,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,6ft Comp Leash Black,,FALSE,6ft Comp Leash Black,"Lightweight competition leash for shortboards. Minimal drag, maximum strength.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
8ft Regular Leash White,8ft-regular-leash-white,Standard leash for funboards and mini malibus. Double swivel to prevent tangling.,GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,white,adult",TRUE,Active,product_2,,Color,White,,,,,,,,36.19,,,TRUE,,shopify,8,DENY,150,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,8ft Regular Leash White,,FALSE,8ft Regular Leash White,Standard leash for funboards and mini malibus. Double swivel to prevent tangling.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
9ft Longboard Leash Blue,9ft-longboard-leash-blue,Extra-long leash for longboards with calf attachment option. Heavy-duty urethane cord.,TidalLink,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,blue,adult",TRUE,Active,product_3,,Color,Blue,,,,,,,,38.70,,,TRUE,,shopify,16,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,9ft Longboard Leash Blue,,FALSE,9ft Longboard Leash Blue,Extra-long leash for longboards with calf attachment option. Heavy-duty urethane cord.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
10ft Big Wave Leash - Kids Red,10ft-big-wave-leash-kids-red,Heavy-duty leash for big wave surfing. Extra thick cord rated to 250lbs.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,expert,unisex,red,kids",TRUE,Active,product_4,,Color,Red,,,,,,,,48.28,57.94,,TRUE,,shopify,17,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,10ft Big Wave Leash - Kids Red,,FALSE,10ft Big Wave Leash - Kids Red,Heavy-duty leash for big wave surfing. Extra thick cord rated to 250lbs.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Coiled SUP Leash Green,coiled-sup-leash-green,Coiled leash for stand-up paddleboards. Stays out of the water when paddling.,WavePro,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,green,adult",TRUE,Active,product_5,,Color,Green,,,,,,,,51.64,61.97,,TRUE,,shopify,10,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,Coiled SUP Leash Green,,FALSE,Coiled SUP Leash Green,Coiled leash for stand-up paddleboards. Stays out of the water when paddling.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
6ft Comp Leash Yellow,6ft-comp-leash-yellow,"Lightweight competition leash for shortboards. Minimal drag, maximum strength.",GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,yellow,adult",TRUE,Active,product_6,,Color,Yellow,,,,,,,,24.67,29.60,,TRUE,,shopify,22,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,6ft Comp Leash Yellow,,FALSE,6ft Comp Leash Yellow,"Lightweight competition leash for shortboards. Minimal drag, maximum strength.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
8ft Regular Leash Orange,8ft-regular-leash-orange,Standard leash for funboards and mini malibus. Double swivel to prevent tangling.,TidalLink,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,orange,adult",TRUE,Active,product_7,,Color,Orange,,,,,,,,29.30,,,TRUE,,shopify,20,DENY,150,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,8ft Regular Leash Orange,,FALSE,8ft Regular Leash Orange,Standard leash for funboards and mini malibus. Double swivel to prevent tangling.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
9ft Longboard Leash - Kids Teal,9ft-longboard-leash-kids-teal,Extra-long leash for longboards with calf attachment option. Heavy-duty urethane cord.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,teal,kids",TRUE,Active,product_8,,Color,Teal,,,,,,,,28.07,,,TRUE,,shopify,19,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,9ft Longboard Leash - Kids Teal,,FALSE,9ft Longboard Leash - Kids Teal,Extra-long leash for longboards with calf attachment option. Heavy-duty urethane cord.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
10ft Big Wave Leash Navy,10ft-big-wave-leash-navy,Heavy-duty leash for big wave surfing. Extra thick cord rated to 250lbs.,WavePro,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,expert,unisex,navy,adult",TRUE,Active,product_9,,Color,Navy,,,,,,,,63.62,,,TRUE,,shopify,5,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,10ft Big Wave Leash Navy,,FALSE,10ft Big Wave Leash Navy,Heavy-duty leash for big wave surfing. Extra thick cord rated to 250lbs.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Coiled SUP Leash Charcoal,coiled-sup-leash-charcoal,Coiled leash for stand-up paddleboards. Stays out of the water when paddling.,GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,charcoal,adult",TRUE,Active,product_10,,Color,Charcoal,,,,,,,,31.09,,,TRUE,,shopify,14,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,Coiled SUP Leash Charcoal,,FALSE,Coiled SUP Leash Charcoal,Coiled leash for stand-up paddleboards. Stays out of the water when paddling.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
6ft Comp Leash Coral,6ft-comp-leash-coral,"Lightweight competition leash for shortboards. Minimal drag, maximum strength.",TidalLink,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,coral,adult",TRUE,Active,product_11,,Color,Coral,,,,,,,,31.91,,,TRUE,,shopify,17,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,6ft Comp Leash Coral,,FALSE,6ft Comp Leash Coral,"Lightweight competition leash for shortboards. Minimal drag, maximum strength.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
8ft Regular Leash - Kids Sunset,8ft-regular-leash-kids-sunset,Standard leash for funboards and mini malibus. Double swivel to prevent tangling.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,sunset,kids",TRUE,Active,product_12,,Color,Sunset,,,,,,,,37.18,,,TRUE,,shopify,6,DENY,150,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,8ft Regular Leash - Kids Sunset,,FALSE,8ft Regular Leash - Kids Sunset,Standard leash for funboards and mini malibus. Double swivel to prevent tangling.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
9ft Longboard Leash Ice Blue,9ft-longboard-leash-ice-blue,Extra-long leash for longboards with calf attachment option. Heavy-duty urethane cord.,WavePro,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,ice blue,adult",TRUE,Active,product_13,,Color,Ice Blue,,,,,,,,25.92,,,TRUE,,shopify,10,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,9ft Longboard Leash Ice Blue,,FALSE,9ft Longboard Leash Ice Blue,Extra-long leash for longboards with calf attachment option. Heavy-duty urethane cord.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
10ft Big Wave Leash Slate,10ft-big-wave-leash-slate,Heavy-duty leash for big wave surfing. Extra thick cord rated to 250lbs.,GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,expert,unisex,slate,adult",TRUE,Active,product_14,,Color,Slate,,,,,,,,47.89,57.47,,TRUE,,shopify,9,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,10ft Big Wave Leash Slate,,FALSE,10ft Big Wave Leash Slate,Heavy-duty leash for big wave surfing. Extra thick cord rated to 250lbs.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Coiled SUP Leash Forest Green,coiled-sup-leash-forest-green,Coiled leash for stand-up paddleboards. Stays out of the water when paddling.,TidalLink,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Leashes,"leashes,surfing,ocean,all-levels,unisex,forest green,adult",TRUE,Active,product_15,,Color,Forest Green,,,,,,,,37.70,,,TRUE,,shopify,6,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/leash.png,1,Coiled SUP Leash Forest Green,,FALSE,Coiled SUP Leash Forest Green,Coiled leash for stand-up paddleboards. Stays out of the water when paddling.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Day Use Board Bag Black,day-use-board-bag-black,Lightweight padded bag for daily transport. Protects against UV and minor impacts.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,black,adult",TRUE,Active,product_1,,Color,Black,,,,,,,,65.69,,,TRUE,,shopify,5,DENY,800,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Day Use Board Bag Black,,FALSE,Day Use Board Bag Black,Lightweight padded bag for daily transport. Protects against UV and minor impacts.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Travel Board Bag White,travel-board-bag-white,Heavy-duty padded bag for air travel. Fits 2-3 boards with internal dividers.,CoastalGear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,white,adult",TRUE,Active,product_2,,Color,White,,,,,,,,245.85,295.02,,TRUE,,shopify,17,DENY,2500,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Travel Board Bag White,,FALSE,Travel Board Bag White,Heavy-duty padded bag for air travel. Fits 2-3 boards with internal dividers.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Longboard Sock Blue,longboard-sock-blue,Stretchy knit cover for longboards. Basic protection against scratches and dust.,BoardShield,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,blue,adult",TRUE,Active,product_3,,Color,Blue,,,,,,,,53.00,63.60,,TRUE,,shopify,11,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Longboard Sock Blue,,FALSE,Longboard Sock Blue,Stretchy knit cover for longboards. Basic protection against scratches and dust.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
